username,text,likes,timestamp,tweet_hashtags/0,sentiment,polarity,subjectivity,neg,neu,pos,punct,tokenized,nonstop,stemmed
@QueerCroydon,craving summer feel join majesties summer special thursday 31st august 8pm theovaltavern free join hosts asifalahore shepherds bush special brand chaos safe space croydons lgbt community queer queercroydon,7,2023-08-29 22:49:00+00:00,#queer,positive,0.4035714285714286,0.6107142857142858,0.091,0.516,0.393,craving summer feel join majesties summer special thursday 31st august 8pm theovaltavern free join hosts asifalahore shepherds bush special brand chaos safe space croydons lgbt community queer queercroydon,"['craving', 'summer', 'feel', 'join', 'majesties', 'summer', 'special', 'thursday', '31st', 'august', '8pm', 'theovaltavern', 'free', 'join', 'hosts', 'asifalahore', 'shepherds', 'bush', 'special', 'brand', 'chaos', 'safe', 'space', 'croydons', 'lgbt', 'community', 'queer', 'queercroydon']","['craving', 'summer', 'feel', 'join', 'majesties', 'summer', 'special', 'thursday', '31st', 'august', '8pm', 'theovaltavern', 'free', 'join', 'hosts', 'asifalahore', 'shepherds', 'bush', 'special', 'brand', 'chaos', 'safe', 'space', 'croydons', 'lgbt', 'community', 'queer', 'queercroydon']","['crave', 'summer', 'feel', 'join', 'majesti', 'summer', 'special', 'thursday', '31st', 'august', '8pm', 'theovaltavern', 'free', 'join', 'host', 'asifalahor', 'shepherd', 'bush', 'special', 'brand', 'chao', 'safe', 'space', 'croydon', 'lgbt', 'commun', 'queer', 'queercroydon']"
@KrisBryant2014,say really interesting way much passion recs listen podcast queer lgbtq,9,2023-08-29 22:40:00+00:00,#podcast,positive,0.35,0.35,0.0,0.6,0.4,say really interesting way much passion recs listen podcast queer lgbtq,"['say', 'really', 'interesting', 'way', 'much', 'passion', 'recs', 'listen', 'podcast', 'queer', 'lgbtq']","['say', 'really', 'interesting', 'way', 'much', 'passion', 'recs', 'listen', 'podcast', 'queer', 'lgbtq']","['say', 'realli', 'interest', 'way', 'much', 'passion', 'rec', 'listen', 'podcast', 'queer', 'lgbtq']"
@LoveMeLexSeries,josie arranges blind date reluctant lex lex arrives bar surprised find already knows date josies meddling turn find upcoming lovemelexseries coming september 2023 lgbt date queer,1,2023-08-29 22:30:00+00:00,#LoveMeLexSeries,negative,-0.2,0.7833333333333333,0.159,0.777,0.064,josie arranges blind date reluctant lex lex arrives bar surprised find already knows date josies meddling turn find upcoming lovemelexseries coming september 223 lgbt date queer,"['josie', 'arranges', 'blind', 'date', 'reluctant', 'lex', 'lex', 'arrives', 'bar', 'surprised', 'find', 'already', 'knows', 'date', 'josies', 'meddling', 'turn', 'find', 'upcoming', 'lovemelexseries', 'coming', 'september', '223', 'lgbt', 'date', 'queer']","['josie', 'arranges', 'blind', 'date', 'reluctant', 'lex', 'lex', 'arrives', 'bar', 'surprised', 'find', 'already', 'knows', 'date', 'josies', 'meddling', 'turn', 'find', 'upcoming', 'lovemelexseries', 'coming', 'september', '223', 'lgbt', 'date', 'queer']","['josi', 'arrang', 'blind', 'date', 'reluct', 'lex', 'lex', 'arriv', 'bar', 'surpris', 'find', 'alreadi', 'know', 'date', 'josi', 'meddl', 'turn', 'find', 'upcom', 'lovemelexseri', 'come', 'septemb', '223', 'lgbt', 'date', 'queer']"
@Iamcheyenneblue,twinswap toaster oven small town sapphic romance sailing along amazon ku like low angst lighthearted romance depth humour take look mybooktoido lesbianromance sapphic queer books,10,2023-08-29 22:15:00+00:00,#KU,positive,-0.125,0.35,0.056,0.481,0.463,twinswap toaster oven small town sapphic romance sailing along amazon ku like low angst lighthearted romance depth humour take look mybooktoido lesbianromance sapphic queer books,"['twinswap', 'toaster', 'oven', 'small', 'town', 'sapphic', 'romance', 'sailing', 'along', 'amazon', 'ku', 'like', 'low', 'angst', 'lighthearted', 'romance', 'depth', 'humour', 'take', 'look', 'mybooktoido', 'lesbianromance', 'sapphic', 'queer', 'books']","['twinswap', 'toaster', 'oven', 'small', 'town', 'sapphic', 'romance', 'sailing', 'along', 'amazon', 'ku', 'like', 'low', 'angst', 'lighthearted', 'romance', 'depth', 'humour', 'take', 'look', 'mybooktoido', 'lesbianromance', 'sapphic', 'queer', 'books']","['twinswap', 'toaster', 'oven', 'small', 'town', 'sapphic', 'romanc', 'sail', 'along', 'amazon', 'ku', 'like', 'low', 'angst', 'lightheart', 'romanc', 'depth', 'humour', 'take', 'look', 'mybooktoido', 'lesbianrom', 'sapphic', 'queer', 'book']"
@Hanna_Wells_,great guy sadly absolutely right please watch genderideologie queer,21,2023-08-29 22:05:00+00:00,#Genderideologie,positive,0.5428571428571429,0.6428571428571428,0.181,0.388,0.431,great guy sadly absolutely right please watch genderideologie queer,"['great', 'guy', 'sadly', 'absolutely', 'right', 'please', 'watch', 'genderideologie', 'queer']","['great', 'guy', 'sadly', 'absolutely', 'right', 'please', 'watch', 'genderideologie', 'queer']","['great', 'guy', 'sadli', 'absolut', 'right', 'pleas', 'watch', 'genderideologi', 'queer']"
@InterPride,jenny gilruth education secretary scotland paid visit institution hailed event important milestone read bitly3ytozc0 interpride pride lgbt lgbtq lgbtqia lgbtqiaplus queer humanrights chosenfamily inclusion,0,2023-08-29 21:37:00+00:00,#interpride,positive,0.4,1.0,0.0,0.775,0.225,jenny gilruth education secretary scotland paid visit institution hailed event important milestone read bitly3ytozc interpride pride lgbt lgbtq lgbtqia lgbtqiaplus queer humanrights chosenfamily inclusion,"['jenny', 'gilruth', 'education', 'secretary', 'scotland', 'paid', 'visit', 'institution', 'hailed', 'event', 'important', 'milestone', 'read', 'bitly3ytozc', 'interpride', 'pride', 'lgbt', 'lgbtq', 'lgbtqia', 'lgbtqiaplus', 'queer', 'humanrights', 'chosenfamily', 'inclusion']","['jenny', 'gilruth', 'education', 'secretary', 'scotland', 'paid', 'visit', 'institution', 'hailed', 'event', 'important', 'milestone', 'read', 'bitly3ytozc', 'interpride', 'pride', 'lgbt', 'lgbtq', 'lgbtqia', 'lgbtqiaplus', 'queer', 'humanrights', 'chosenfamily', 'inclusion']","['jenni', 'gilruth', 'educ', 'secretari', 'scotland', 'paid', 'visit', 'institut', 'hail', 'event', 'import', 'mileston', 'read', 'bitly3ytozc', 'interprid', 'pride', 'lgbt', 'lgbtq', 'lgbtqia', 'lgbtqiaplu', 'queer', 'humanright', 'chosenfamili', 'inclus']"
@secretemchysoc1,making awesome playlist queer af artists playing americanafest year help fam miss wan na get yall queercountry lgbtq countrymusic americana rootsmusic openspotifycomplaylist6m,3,2023-08-29 21:19:00+00:00,#Queer,positive,0.4,0.575,0.057,0.638,0.305,making awesome playlist queer af artists playing americanafest year help fam miss wan na get yall queercountry lgbtq countrymusic americana rootsmusic openspotifycomplaylist6m,"['making', 'awesome', 'playlist', 'queer', 'af', 'artists', 'playing', 'americanafest', 'year', 'help', 'fam', 'miss', 'wan', 'na', 'get', 'yall', 'queercountry', 'lgbtq', 'countrymusic', 'americana', 'rootsmusic', 'openspotifycomplaylist6m']","['making', 'awesome', 'playlist', 'queer', 'af', 'artists', 'playing', 'americanafest', 'year', 'help', 'fam', 'miss', 'wan', 'na', 'get', 'yall', 'queercountry', 'lgbtq', 'countrymusic', 'americana', 'rootsmusic', 'openspotifycomplaylist6m']","['make', 'awesom', 'playlist', 'queer', 'af', 'artist', 'play', 'americanafest', 'year', 'help', 'fam', 'miss', 'wan', 'na', 'get', 'yall', 'queercountri', 'lgbtq', 'countrymus', 'americana', 'rootsmus', 'openspotifycomplaylist6m']"
@wehedge,dont want miss vital issues panel ncssnetworks 103rd annual conference imperatives queer resistance speaking back troubling landscapes dehumanization injustice ncss2023 lgbt lgbtq lgbtqia socialjustice socialstudiesorgconference,4,2023-08-29 21:13:00+00:00,#Queer,negative,0.05,0.2,0.325,0.63,0.045,dont want miss vital issues panel ncssnetworks 13rd annual conference imperatives queer resistance speaking back troubling landscapes dehumanization injustice ncss223 lgbt lgbtq lgbtqia socialjustice socialstudiesorgconference,"['dont', 'want', 'miss', 'vital', 'issues', 'panel', 'ncssnetworks', '13rd', 'annual', 'conference', 'imperatives', 'queer', 'resistance', 'speaking', 'back', 'troubling', 'landscapes', 'dehumanization', 'injustice', 'ncss223', 'lgbt', 'lgbtq', 'lgbtqia', 'socialjustice', 'socialstudiesorgconference']","['dont', 'want', 'miss', 'vital', 'issues', 'panel', 'ncssnetworks', '13rd', 'annual', 'conference', 'imperatives', 'queer', 'resistance', 'speaking', 'back', 'troubling', 'landscapes', 'dehumanization', 'injustice', 'ncss223', 'lgbt', 'lgbtq', 'lgbtqia', 'socialjustice', 'socialstudiesorgconference']","['dont', 'want', 'miss', 'vital', 'issu', 'panel', 'ncssnetwork', '13rd', 'annual', 'confer', 'imper', 'queer', 'resist', 'speak', 'back', 'troubl', 'landscap', 'dehuman', 'injustic', 'ncss223', 'lgbt', 'lgbtq', 'lgbtqia', 'socialjustic', 'socialstudiesorgconfer']"
@blvd_mke,clock ticking nearly time significant encore performance significant want reserve seat email us boulevardticketsgmailcom milwaukee gay queer gaytheatre queertheatre,0,2023-08-29 21:05:00+00:00,#Milwaukee,positive,0.31666666666666665,0.6833333333333333,0.0,0.766,0.234,clock ticking nearly time significant encore performance significant want reserve seat email us boulevardticketsgmailcom milwaukee gay queer gaytheatre queertheatre,"['clock', 'ticking', 'nearly', 'time', 'significant', 'encore', 'performance', 'significant', 'want', 'reserve', 'seat', 'email', 'us', 'boulevardticketsgmailcom', 'milwaukee', 'gay', 'queer', 'gaytheatre', 'queertheatre']","['clock', 'ticking', 'nearly', 'time', 'significant', 'encore', 'performance', 'significant', 'want', 'reserve', 'seat', 'email', 'us', 'boulevardticketsgmailcom', 'milwaukee', 'gay', 'queer', 'gaytheatre', 'queertheatre']","['clock', 'tick', 'nearli', 'time', 'signific', 'encor', 'perform', 'signific', 'want', 'reserv', 'seat', 'email', 'us', 'boulevardticketsgmailcom', 'milwauke', 'gay', 'queer', 'gaytheatr', 'queertheatr']"
@JuicyGarland,yes tune sunday cyborg hot mess phantomartsent twitch channel 1pm est twitchtvtheneoncaster actualplay ttrpg ttrpgs cyborg cyberpunk gaymer drag queer nerd,1,2023-08-29 21:03:00+00:00,#cy_borg,negative,-0.008333333333333331,0.3652777777777778,0.251,0.646,0.103,yes tune sunday cyborg hot mess phantomartsent twitch channel 1pm est twitchtvtheneoncaster actualplay ttrpg ttrpgs cyborg cyberpunk gaymer drag queer nerd,"['yes', 'tune', 'sunday', 'cyborg', 'hot', 'mess', 'phantomartsent', 'twitch', 'channel', '1pm', 'est', 'twitchtvtheneoncaster', 'actualplay', 'ttrpg', 'ttrpgs', 'cyborg', 'cyberpunk', 'gaymer', 'drag', 'queer', 'nerd']","['yes', 'tune', 'sunday', 'cyborg', 'hot', 'mess', 'phantomartsent', 'twitch', 'channel', '1pm', 'est', 'twitchtvtheneoncaster', 'actualplay', 'ttrpg', 'ttrpgs', 'cyborg', 'cyberpunk', 'gaymer', 'drag', 'queer', 'nerd']","['ye', 'tune', 'sunday', 'cyborg', 'hot', 'mess', 'phantomarts', 'twitch', 'channel', '1pm', 'est', 'twitchtvtheneoncast', 'actualplay', 'ttrpg', 'ttrpg', 'cyborg', 'cyberpunk', 'gaymer', 'drag', 'queer', 'nerd']"
@AHemkendreis,hear talking queering methods sami art artivism annual conference rgs london tomorrow rgsorgresearchannualinte rgsibg23 royalgeographicsociety climatechange artivism queer environmentalhumanities,2,2023-08-29 20:54:00+00:00,#RGSIBG23,neutral,0.0,0.0,0.0,1.0,0.0,hear talking queering methods sami art artivism annual conference rgs london tomorrow rgsorgresearchannualinte rgsibg23 royalgeographicsociety climatechange artivism queer environmentalhumanities,"['hear', 'talking', 'queering', 'methods', 'sami', 'art', 'artivism', 'annual', 'conference', 'rgs', 'london', 'tomorrow', 'rgsorgresearchannualinte', 'rgsibg23', 'royalgeographicsociety', 'climatechange', 'artivism', 'queer', 'environmentalhumanities']","['hear', 'talking', 'queering', 'methods', 'sami', 'art', 'artivism', 'annual', 'conference', 'rgs', 'london', 'tomorrow', 'rgsorgresearchannualinte', 'rgsibg23', 'royalgeographicsociety', 'climatechange', 'artivism', 'queer', 'environmentalhumanities']","['hear', 'talk', 'queer', 'method', 'sami', 'art', 'artiv', 'annual', 'confer', 'rg', 'london', 'tomorrow', 'rgsorgresearchannualint', 'rgsibg23', 'royalgeographicsocieti', 'climatechang', 'artiv', 'queer', 'environmentalhuman']"
@RegenbogenSchmi,queer americans deserve better harm caused trumppence administration record includes opposing equalityact denying healthcare making schools unsafe restricting housing military access lgbtq rights humanrights must protected,5,2023-08-29 20:00:00+00:00,#Queer,negative,0.2,0.3,0.241,0.595,0.164,queer americans deserve better harm caused trumppence administration record includes opposing equalityact denying healthcare making schools unsafe restricting housing military access lgbtq rights humanrights must protected,"['queer', 'americans', 'deserve', 'better', 'harm', 'caused', 'trumppence', 'administration', 'record', 'includes', 'opposing', 'equalityact', 'denying', 'healthcare', 'making', 'schools', 'unsafe', 'restricting', 'housing', 'military', 'access', 'lgbtq', 'rights', 'humanrights', 'must', 'protected']","['queer', 'americans', 'deserve', 'better', 'harm', 'caused', 'trumppence', 'administration', 'record', 'includes', 'opposing', 'equalityact', 'denying', 'healthcare', 'making', 'schools', 'unsafe', 'restricting', 'housing', 'military', 'access', 'lgbtq', 'rights', 'humanrights', 'must', 'protected']","['queer', 'american', 'deserv', 'better', 'harm', 'caus', 'trumppenc', 'administr', 'record', 'includ', 'oppos', 'equalityact', 'deni', 'healthcar', 'make', 'school', 'unsaf', 'restrict', 'hous', 'militari', 'access', 'lgbtq', 'right', 'humanright', 'must', 'protect']"
@drprchicago,pleased announce handbagtheaters 202324 season featuring three world premiere full details bitly3ehp92l chicagotheatre camp drag parody queer lgbtqia,2,2023-08-29 19:44:00+00:00,#chicagotheatre,positive,0.25,0.5402777777777777,0.091,0.769,0.139,pleased announce handbagtheaters 22324 season featuring three world premiere full details bitly3ehp2l chicagotheatre camp drag parody queer lgbtqia,"['pleased', 'announce', 'handbagtheaters', '22324', 'season', 'featuring', 'three', 'world', 'premiere', 'full', 'details', 'bitly3ehp2l', 'chicagotheatre', 'camp', 'drag', 'parody', 'queer', 'lgbtqia']","['pleased', 'announce', 'handbagtheaters', '22324', 'season', 'featuring', 'three', 'world', 'premiere', 'full', 'details', 'bitly3ehp2l', 'chicagotheatre', 'camp', 'drag', 'parody', 'queer', 'lgbtqia']","['pleas', 'announc', 'handbagtheat', '22324', 'season', 'featur', 'three', 'world', 'premier', 'full', 'detail', 'bitly3ehp2l', 'chicagotheatr', 'camp', 'drag', 'parodi', 'queer', 'lgbtqia']"
@secretemchysoc1,gon na queer tunes afternoon americanafest nashville groovenashville sept 23 25 yr faves including austinlucasind shawnavirago cindyemchy mercybell horseeyed julsnol melodiouswalker rachelanthecity cmt country roots,5,2023-08-29 18:54:00+00:00,#queer,neutral,0.0,0.0,0.0,1.0,0.0,gon na queer tunes afternoon americanafest nashville groovenashville sept 23 25 yr faves including austinlucasind shawnavirago cindyemchy mercybell horseeyed julsnol melodiouswalker rachelanthecity cmt country roots,"['gon', 'na', 'queer', 'tunes', 'afternoon', 'americanafest', 'nashville', 'groovenashville', 'sept', '23', '25', 'yr', 'faves', 'including', 'austinlucasind', 'shawnavirago', 'cindyemchy', 'mercybell', 'horseeyed', 'julsnol', 'melodiouswalker', 'rachelanthecity', 'cmt', 'country', 'roots']","['gon', 'na', 'queer', 'tunes', 'afternoon', 'americanafest', 'nashville', 'groovenashville', 'sept', '23', '25', 'yr', 'faves', 'including', 'austinlucasind', 'shawnavirago', 'cindyemchy', 'mercybell', 'horseeyed', 'julsnol', 'melodiouswalker', 'rachelanthecity', 'cmt', 'country', 'roots']","['gon', 'na', 'queer', 'tune', 'afternoon', 'americanafest', 'nashvil', 'groovenashvil', 'sept', '23', '25', 'yr', 'fave', 'includ', 'austinlucasind', 'shawnavirago', 'cindyemchi', 'mercybel', 'horseey', 'julsnol', 'melodiouswalk', 'rachelanthec', 'cmt', 'countri', 'root']"
@PressJourney,looking favorite queer sciencefiction press mastodon wanderingshopjourneypress,5,2023-08-29 18:49:00+00:00,#queer,positive,0.5,1.0,0.0,0.667,0.333,looking favorite queer sciencefiction press mastodon wanderingshopjourneypress,"['looking', 'favorite', 'queer', 'sciencefiction', 'press', 'mastodon', 'wanderingshopjourneypress']","['looking', 'favorite', 'queer', 'sciencefiction', 'press', 'mastodon', 'wanderingshopjourneypress']","['look', 'favorit', 'queer', 'sciencefict', 'press', 'mastodon', 'wanderingshopjourneypress']"
@PressJourney,looking favorite queer sciencefiction press bluesky bskyappprofilejourneypres,9,2023-08-29 18:48:00+00:00,#queer,positive,0.5,1.0,0.0,0.667,0.333,looking favorite queer sciencefiction press bluesky bskyappprofilejourneypres,"['looking', 'favorite', 'queer', 'sciencefiction', 'press', 'bluesky', 'bskyappprofilejourneypres']","['looking', 'favorite', 'queer', 'sciencefiction', 'press', 'bluesky', 'bskyappprofilejourneypres']","['look', 'favorit', 'queer', 'sciencefict', 'press', 'blueski', 'bskyappprofilejourneypr']"
@GaylordLabs,ggaylords gurl get crown princesses wear pink okuuuuurrrrr join queer nft community,1,2023-08-29 17:12:00+00:00,#queer,positive,-0.1,0.3,0.0,0.833,0.167,ggaylords gurl get crown princesses wear pink okuuuuurrrrr join queer nft community,"['ggaylords', 'gurl', 'get', 'crown', 'princesses', 'wear', 'pink', 'okuuuuurrrrr', 'join', 'queer', 'nft', 'community']","['ggaylords', 'gurl', 'get', 'crown', 'princesses', 'wear', 'pink', 'okuuuuurrrrr', 'join', 'queer', 'nft', 'community']","['ggaylord', 'gurl', 'get', 'crown', 'princess', 'wear', 'pink', 'okuuuuurrrrr', 'join', 'queer', 'nft', 'commun']"
@GGaylords,gurl get crown princesses wear pink okuuuuurrrrr join queer nft community,5,2023-08-29 17:11:00+00:00,#queer,positive,-0.1,0.3,0.0,0.82,0.18,gurl get crown princesses wear pink okuuuuurrrrr join queer nft community,"['gurl', 'get', 'crown', 'princesses', 'wear', 'pink', 'okuuuuurrrrr', 'join', 'queer', 'nft', 'community']","['gurl', 'get', 'crown', 'princesses', 'wear', 'pink', 'okuuuuurrrrr', 'join', 'queer', 'nft', 'community']","['gurl', 'get', 'crown', 'princess', 'wear', 'pink', 'okuuuuurrrrr', 'join', 'queer', 'nft', 'commun']"
@GazeVersion,patsy kelly elisarollecomqueerplacesp oldhollywood queer queerrelationships lavendermarriage bisexualicons patsykelly lgbetty lgbt,0,2023-08-29 16:24:00+00:00,#oldhollywood,neutral,0.0,0.0,0.0,1.0,0.0,patsy kelly elisarollecomqueerplacesp oldhollywood queer queerrelationships lavendermarriage bisexualicons patsykelly lgbetty lgbt,"['patsy', 'kelly', 'elisarollecomqueerplacesp', 'oldhollywood', 'queer', 'queerrelationships', 'lavendermarriage', 'bisexualicons', 'patsykelly', 'lgbetty', 'lgbt']","['patsy', 'kelly', 'elisarollecomqueerplacesp', 'oldhollywood', 'queer', 'queerrelationships', 'lavendermarriage', 'bisexualicons', 'patsykelly', 'lgbetty', 'lgbt']","['patsi', 'kelli', 'elisarollecomqueerplacesp', 'oldhollywood', 'queer', 'queerrelationship', 'lavendermarriag', 'bisexualicon', 'patsykelli', 'lgbetti', 'lgbt']"
@GazeVersion,brief history suspected lavender marriages thefriskycomabriefhistor oldhollywood hollywood queer queerrelationships lavendermarriage bisexualicons lgbetty lgbt,0,2023-08-29 16:24:00+00:00,#oldhollywood,negative,0.0,0.3333333333333333,0.128,0.872,0.0,brief history suspected lavender marriages thefriskycomabriefhistor oldhollywood hollywood queer queerrelationships lavendermarriage bisexualicons lgbetty lgbt,"['brief', 'history', 'suspected', 'lavender', 'marriages', 'thefriskycomabriefhistor', 'oldhollywood', 'hollywood', 'queer', 'queerrelationships', 'lavendermarriage', 'bisexualicons', 'lgbetty', 'lgbt']","['brief', 'history', 'suspected', 'lavender', 'marriages', 'thefriskycomabriefhistor', 'oldhollywood', 'hollywood', 'queer', 'queerrelationships', 'lavendermarriage', 'bisexualicons', 'lgbetty', 'lgbt']","['brief', 'histori', 'suspect', 'lavend', 'marriag', 'thefriskycomabriefhistor', 'oldhollywood', 'hollywood', 'queer', 'queerrelationship', 'lavendermarriag', 'bisexualicon', 'lgbetti', 'lgbt']"
@UranusComics,excited present mini creatures uranus join us aug 31st comic queenz comic book happy hour albatross bar hosted cholaspears 710pm comic pop shops uranuscomics greg lockard liam donelly 5 comic book raffles nyc queer comics art queerart,5,2023-08-29 16:07:00+00:00,#nyc,positive,0.31071428571428567,0.5357142857142857,0.0,0.799,0.201,excited present mini creatures uranus join us aug 31st comic queenz comic book happy hour albatross bar hosted cholaspears 71pm comic pop shops uranuscomics greg lockard liam donelly 5 comic book raffles nyc queer comics art queerart,"['excited', 'present', 'mini', 'creatures', 'uranus', 'join', 'us', 'aug', '31st', 'comic', 'queenz', 'comic', 'book', 'happy', 'hour', 'albatross', 'bar', 'hosted', 'cholaspears', '71pm', 'comic', 'pop', 'shops', 'uranuscomics', 'greg', 'lockard', 'liam', 'donelly', '5', 'comic', 'book', 'raffles', 'nyc', 'queer', 'comics', 'art', 'queerart']","['excited', 'present', 'mini', 'creatures', 'uranus', 'join', 'us', 'aug', '31st', 'comic', 'queenz', 'comic', 'book', 'happy', 'hour', 'albatross', 'bar', 'hosted', 'cholaspears', '71pm', 'comic', 'pop', 'shops', 'uranuscomics', 'greg', 'lockard', 'liam', 'donelly', '5', 'comic', 'book', 'raffles', 'nyc', 'queer', 'comics', 'art', 'queerart']","['excit', 'present', 'mini', 'creatur', 'uranu', 'join', 'us', 'aug', '31st', 'comic', 'queenz', 'comic', 'book', 'happi', 'hour', 'albatross', 'bar', 'host', 'cholaspear', '71pm', 'comic', 'pop', 'shop', 'uranuscom', 'greg', 'lockard', 'liam', 'donelli', '5', 'comic', 'book', 'raffl', 'nyc', 'queer', 'comic', 'art', 'queerart']"
@TLAReleasing,drop hairspray winner takes james demitri indiefilm queercinema cinelgbt lgbtfilm cinegay gaymovie peliculasgay filmegay gayfilm queer lgbtq drag maxishield maxishield mgff23,11,2023-08-29 16:03:00+00:00,#indiefilm,negative,-0.1,0.07083333333333333,0.155,0.698,0.147,drop hairspray winner takes james demitri indiefilm queercinema cinelgbt lgbtfilm cinegay gaymovie peliculasgay filmegay gayfilm queer lgbtq drag maxishield maxishield mgff23,"['drop', 'hairspray', 'winner', 'takes', 'james', 'demitri', 'indiefilm', 'queercinema', 'cinelgbt', 'lgbtfilm', 'cinegay', 'gaymovie', 'peliculasgay', 'filmegay', 'gayfilm', 'queer', 'lgbtq', 'drag', 'maxishield', 'maxishield', 'mgff23']","['drop', 'hairspray', 'winner', 'takes', 'james', 'demitri', 'indiefilm', 'queercinema', 'cinelgbt', 'lgbtfilm', 'cinegay', 'gaymovie', 'peliculasgay', 'filmegay', 'gayfilm', 'queer', 'lgbtq', 'drag', 'maxishield', 'maxishield', 'mgff23']","['drop', 'hairspray', 'winner', 'take', 'jame', 'demitri', 'indiefilm', 'queercinema', 'cinelgbt', 'lgbtfilm', 'cinegay', 'gaymovi', 'peliculasgay', 'filmegay', 'gayfilm', 'queer', 'lgbtq', 'drag', 'maxishield', 'maxishield', 'mgff23']"
@out_sfl,books hamburgeraaron paints vivid picture time place hotel cuba novel sure appeal wide audience gay writer made sure feature significant queer characters storyline via greggsha outsflcombookshavanahard,10,2023-08-29 15:08:00+00:00,#queer,positive,0.30277777777777776,0.7310185185185185,0.0,0.717,0.283,books hamburgeraaron paints vivid picture time place hotel cuba novel sure appeal wide audience gay writer made sure feature significant queer characters storyline via greggsha outsflcombookshavanahard,"['books', 'hamburgeraaron', 'paints', 'vivid', 'picture', 'time', 'place', 'hotel', 'cuba', 'novel', 'sure', 'appeal', 'wide', 'audience', 'gay', 'writer', 'made', 'sure', 'feature', 'significant', 'queer', 'characters', 'storyline', 'via', 'greggsha', 'outsflcombookshavanahard']","['books', 'hamburgeraaron', 'paints', 'vivid', 'picture', 'time', 'place', 'hotel', 'cuba', 'novel', 'sure', 'appeal', 'wide', 'audience', 'gay', 'writer', 'made', 'sure', 'feature', 'significant', 'queer', 'characters', 'storyline', 'via', 'greggsha', 'outsflcombookshavanahard']","['book', 'hamburgeraaron', 'paint', 'vivid', 'pictur', 'time', 'place', 'hotel', 'cuba', 'novel', 'sure', 'appeal', 'wide', 'audienc', 'gay', 'writer', 'made', 'sure', 'featur', 'signific', 'queer', 'charact', 'storylin', 'via', 'greggsha', 'outsflcombookshavanahard']"
@winkyVF,need brain compassion youve ruined praise love people turn heart darker still owe queenschristine trans queer community sincere apology educate live love die sad lonely person,0,2023-08-29 14:52:00+00:00,#trans,positive,0.1727272727272727,0.65,0.265,0.337,0.398,need brain compassion youve ruined praise love people turn heart darker still owe queenschristine trans queer community sincere apology educate live love die sad lonely person,"['need', 'brain', 'compassion', 'youve', 'ruined', 'praise', 'love', 'people', 'turn', 'heart', 'darker', 'still', 'owe', 'queenschristine', 'trans', 'queer', 'community', 'sincere', 'apology', 'educate', 'live', 'love', 'die', 'sad', 'lonely', 'person']","['need', 'brain', 'compassion', 'youve', 'ruined', 'praise', 'love', 'people', 'turn', 'heart', 'darker', 'still', 'owe', 'queenschristine', 'trans', 'queer', 'community', 'sincere', 'apology', 'educate', 'live', 'love', 'die', 'sad', 'lonely', 'person']","['need', 'brain', 'compass', 'youv', 'ruin', 'prais', 'love', 'peopl', 'turn', 'heart', 'darker', 'still', 'owe', 'queenschristin', 'tran', 'queer', 'commun', 'sincer', 'apolog', 'educ', 'live', 'love', 'die', 'sad', 'lone', 'person']"
@myred_ca,link bio appointment booking prep faq hivawareness hivprevention endstigma lovewins healthequality equality sex sexpostive queer lgbtq2s lgbtq lgbtqia pride lgbtcommunity toronto ottawa ontario canada,0,2023-08-29 14:22:00+00:00,#HIVawareness,positive,0.0,0.0,0.0,0.906,0.094,link bio appointment booking prep faq hivawareness hivprevention endstigma lovewins healthequality equality sex sexpostive queer lgbtq2s lgbtq lgbtqia pride lgbtcommunity toronto ottawa ontario canada,"['link', 'bio', 'appointment', 'booking', 'prep', 'faq', 'hivawareness', 'hivprevention', 'endstigma', 'lovewins', 'healthequality', 'equality', 'sex', 'sexpostive', 'queer', 'lgbtq2s', 'lgbtq', 'lgbtqia', 'pride', 'lgbtcommunity', 'toronto', 'ottawa', 'ontario', 'canada']","['link', 'bio', 'appointment', 'booking', 'prep', 'faq', 'hivawareness', 'hivprevention', 'endstigma', 'lovewins', 'healthequality', 'equality', 'sex', 'sexpostive', 'queer', 'lgbtq2s', 'lgbtq', 'lgbtqia', 'pride', 'lgbtcommunity', 'toronto', 'ottawa', 'ontario', 'canada']","['link', 'bio', 'appoint', 'book', 'prep', 'faq', 'hivawar', 'hivprevent', 'endstigma', 'lovewin', 'healthequ', 'equal', 'sex', 'sexpost', 'queer', 'lgbtq2', 'lgbtq', 'lgbtqia', 'pride', 'lgbtcommun', 'toronto', 'ottawa', 'ontario', 'canada']"
@arvtwist02,hate lgbtq people therichfromcali descrimation lgbtiq queer,0,2023-08-29 14:15:00+00:00,#descrimation,negative,-0.8,0.9,0.381,0.619,0.0,hate lgbtq people therichfromcali descrimation lgbtiq queer,"['hate', 'lgbtq', 'people', 'therichfromcali', 'descrimation', 'lgbtiq', 'queer']","['hate', 'lgbtq', 'people', 'therichfromcali', 'descrimation', 'lgbtiq', 'queer']","['hate', 'lgbtq', 'peopl', 'therichfromcali', 'descrim', 'lgbtiq', 'queer']"
