username,text,likes,timestamp,tweet_hashtags/0,sentiment
@enzer_tweets,music spot songoftheday steam queer usher iamsummerwalker 21savage goodgood vidpuffyanus7jate4byisid9n3,2,2023-08-28 12:00:00+00:00,#SongOfTheDay,neutral
@lizzysblogg,okay bigdeal dont tell anyone things got steamy queer actually dont really know means kind bigdeal gosh say copper9 kidding think studying,7,2023-08-28 11:57:00+00:00,#bigdeal,positive
@enzer_tweets,music spot songoftheday steam queer michaelbrun annemarie iambeckyg comingyourway vidpuffyanuseqaryhikrysiflin,2,2023-08-28 11:42:00+00:00,#SongOfTheDay,neutral
@GioPetersAuthor,amazoncomthirdtimescharm niamh supposed receive fae power 16th birthday instead gets sent dreary reform school penetrating sensations feels neck evenings queer gay faeries witches wizards gothic ghosts vampir,4,2023-08-28 11:39:00+00:00,#fae,positive
@GioPetersAuthor,amazoncomthirdtimescharm niamh supposed receive fae power 16th birthday instead gets sent dreary reform school penetrating sensations feels neck evenings queer gay faeries witches wizards gothic ghosts vampires,2,2023-08-28 11:37:00+00:00,#fae,positive
@Anna764774170,u dont even queer,1,2023-08-28 11:29:00+00:00,#queer,neutral
@ScreamQueensLDS,less week go screening come join us fantastically queer giallo inspired thrills first screening scalarama 2023 get tickets eventbritecomescreamquee queer queerhorror queerleeds leedshorror scalarama2023 leeds leedsfilm,0,2023-08-28 11:27:00+00:00,#queer,positive
@WROTEpodcast,need monday morning pickmeup try s08ep36 chwilliamslit sharing merchant series process wrotelibsyncoms8ep36chw wrotepodcast podcast summerofpride fantasy darkfairytale merchantseries queerjoy lgbtq queer,0,2023-08-28 11:00:00+00:00,#wrotepodcast,neutral
@Christo96063642,im writing piece sobriety drugs addiction lgbtq queer experiences limited alcohol get touch would feel comfortable interviewed,2,2023-08-28 10:55:00+00:00,#sobriety,positive
@DHSMikey,books often free amazon key name search box country amazon magick eyes 15 witnessed experienced seen believed love readers lgbtq ptsd palmsprings queer queerbooks gaybooks,0,2023-08-28 10:45:00+00:00,#lgbtq,positive
@ArtChettt,birates tee shirt made chettt2creatorspringcom teespring teespringshirts pirates piratesofthecaribbean piratelife bisexual bisexualpride bipride lgbt queer queerart queerartist,1,2023-08-28 10:42:00+00:00,#teespring,neutral
@qlildumpling,ill bed yall get work mondaymood drag capcut queer lgbtqia,2,2023-08-28 10:02:00+00:00,#mondaymood,negative
@InterPride,according allegations panamanian media estrella 27 brutally beaten august 16 panama city causing brain damage loss nearly teeth read bitly3ysamox interpride pride lgbt lgbtq lgbtqia lgbtqiaplus queer,0,2023-08-28 09:37:00+00:00,#interpride,negative
@LetZoeSpoilYou,check art redbubble animemanga inspired art horror art queer art redbubblecompeopleletzoes artistontwitte queerart queer horror horrorart horrorcommunity animeart mangaart anitwt surrealart artist fanart,3,2023-08-28 09:19:00+00:00,#ArtistOnTwitte,neutral
@wikixyz,todays lgbt related photo wikicommons europride 2019 banner commonswikimediaorgwikif queer lgbtq pride photos share see commonswikimediaorgwikic wikilgbt wikimediacommons storm regenbogenparade burgring,0,2023-08-28 09:07:00+00:00,#LGBT,neutral
@SunoIndia_in,episode queering language series prideandprejudice podcast host surimukherjee speaks cjmitra queerness hindi urdu literature queer translator also shares list reading recommendations replug sunoindiainprideandpreju,6,2023-08-28 08:56:00+00:00,#PrideandPrejudice,neutral
@Hashtagwhatnext,amidst challenges setbacks remember every revolution begins evolution resilient souls queer community keep pushing rights history shown change come lgbtq keepfighting queer lgbtiqrights wematter,0,2023-08-28 06:55:00+00:00,#LGBTQ,neutral
@MxBae007,ironic bradhoylman tout prolgbtq stance actually meeting queer constituents lets say cbst gayla providing queeryouth risk navigate nyc harmful agencies sector voice senate hes busy schmooze donors eat,0,2023-08-28 05:08:00+00:00,#Prolgbtq,positive
@OlyaKarLott,queer child new collecting pokmon card got ta trans,1,2023-08-28 03:48:00+00:00,#queer,positive
@Wonababi88,nothing ever accomplished tears wonababi transgender ftm enby queer transboy autism transwaareness chestbinder nonbinary gendereuphoria transmasculine lgbt autism dysphoria homemtrans queerasfolk binder genderfluid,2,2023-08-28 02:42:00+00:00,#wonababi,positive
@BarcellonaR,last omegamartusa video featuring yung freezie nicosalazar meowwolf edit fyp trip fun lasvegastiktok meowwolf pride queer queertiktok foryou edits,0,2023-08-28 01:36:00+00:00,#nicosalazar,positive
@ErinW003,account bio free fyp onlyfans fyp fypage onlyforyou free free fem masc bisexual queer curvy curves thick thickwomen lg lgbt lgbtq lgbtqia,2,2023-08-28 00:21:00+00:00,#fyp,positive
@calebinstitches,sitting grandmothers rocking chair one first blankets ever crocheted queer beard crochet,4,2023-08-28 00:15:00+00:00,#queer,positive
@RayRaySchulte,loving probably worthy thing ive done life far make happy cordelia breathing im simple woman enough thicker blood truly booktwitter books fantasy queer,0,2023-08-27 22:47:00+00:00,#BookTwitter,positive
@numba1p00kie,animals kissing omg queer gay,3,2023-08-27 22:13:00+00:00,#queer,positive
@enzer_tweets,music spot songoftheday queer steam reneerapp prettygirls vidpuffyanus6g4y5iyy5mksi1q4,1,2023-08-27 20:45:00+00:00,#SongofTheDay,neutral
@NwokeforoU,handle fustration must read hivebloghive117084ijela hive queercoin queer,3,2023-08-27 20:32:00+00:00,#hive,neutral
@ashlesha1999,3 guy asking feels like please shove banana face walk queer lgbtqia,0,2023-08-27 20:29:00+00:00,#queer,neutral
@ashlesha1999,im curious bi tell listen women 1 dont need explain men feel way feel 2 dont need explain bi experiences men feel validated queer,1,2023-08-27 20:28:00+00:00,#queer,positive
@rebel_flipflops,final fine arts explorations artist statement replies watercolor art transmasc queer,1,2023-08-27 20:21:00+00:00,#watercolor,positive
@ElafielOfTheSun,gay queer two different things gay notqueer want live good life subvert basic norms preach queer theory kids thats tldr long version multiloquencesubstackcomp gaysagainstgroomers gaynotqueer,0,2023-08-27 19:16:00+00:00,#Gay,positive
@notatricc,turned nigga queer,4,2023-08-27 18:45:00+00:00,#queer,neutral
@myred_ca,affirmation soul hivawareness hivprevention endstigma lovewins healthequality equality sex sexpostive queer lgbtq2s lgbtq lgbtqia pride lgbtcommunity toronto ottawa ontario canada,2,2023-08-27 18:26:00+00:00,#HIVawareness,neutral
@LM_BeautyBeach,enjoy relive 7 seasons thecwlegends appletv life starring caitylotz brandonrouth victorgarber many tvapplecomcashowlegends series tvseries besttvshow thecw lgbtq queer,0,2023-08-27 18:10:00+00:00,#AppleTV,positive
@2simpleservices,enjoy relive 7 seasons thecwlegends appletv life starring caitylotz brandonrouth victorgarber many tvapplecomcashowlegends series tvseries besttvshow thecw lgbtq queer,0,2023-08-27 18:10:00+00:00,#AppleTV,positive
@its_simplymusic,enjoy relive 7 seasons thecwlegends appletv life starring caitylotz brandonrouth victorgarber many tvapplecomcashowlegends series tvseries besttvshow thecw lgbtq queer,0,2023-08-27 18:10:00+00:00,#AppleTV,positive
@itssimplytv,enjoy relive 7 seasons thecwlegends appletv life starring caitylotz brandonrouth victorgarber many tvapplecomcashowlegends series tvseries besttvshow thecw lgbtq queer,0,2023-08-27 18:10:00+00:00,#AppleTV,positive
@kellansing12345,debate worthy adjudication lgbwithoutthet queer rainbow,2,2023-08-27 17:36:00+00:00,#LGBWithoutTheT,negative
@TheQReviews,discover next favorite lgbtq artist check loud podcast new releases artist interviews curatedbyqcompodcast lgbtnetwork lgbtadvocate lgbtsupport qmmunity podcast lgbtmusic lgbtqmusic queermusic transmusic lgbt lgbtq lgbtqia queer,0,2023-08-27 17:20:00+00:00,#lgbtnetwork,positive
@toughNARL,mugshots gay lgbt queer art artwork malta minneapolis janefonda ruthginsburg,1,2023-08-27 16:56:00+00:00,#gay,positive
@HelemLebanon,recent events confronted us message community thing promise never give fight 13 lebanon lgbtq beirut soldiersofgod freedom humanrights queer,71,2023-08-27 16:41:00+00:00,#Lebanon,neutral
@DavidAllwood_,thank mrgayeurope unforgettable week outfit hosheldonhall jane coltman mrgayeurope mrgaygreatbritain alnwickgardens alnwick lgbt gayday queer lgbtcommunity greatbritain,18,2023-08-27 16:37:00+00:00,#mrgayeurope,positive
@bhoernchen,28 august 2023 neuerscheinung antonia sandmann somehow else queer romance eur 1795 print rediromaverlag 426 seiten queer schwuleliteratur schwulebcher gaybcher gaybuch gayromance lgbtbuch lgbtliteratur amznto44vmbct werbelink,0,2023-08-27 16:21:00+00:00,#Neuerscheinung,neutral
@Rainon4thATX,really sunday dont sundayfunday probably better risk well see soon open 7 days week 21 cover austin gay gayaustin gaytexas instagay gaybar men lgbt queer drinks,3,2023-08-27 16:00:00+00:00,#SundayFunday,positive
@_mass_struggle,fenway rebel nurse edition 3 available read blogspot check link always solidarity fenways rebel nurses buffly3pbkeqi workerpower solidarityforever unionstrong lgbtqia boston fenway queer,1,2023-08-27 16:00:00+00:00,#solidarity,positive
@willmarstudios,new book review bookworm booksworthreading booktwt queer grief bookreview tumblrcomwillmarstudios72,1,2023-08-27 15:42:00+00:00,#bookworm,negative
@Tatya_bitch_hun,peace queer together shine face queer desi wanderlust single,1,2023-08-27 14:12:00+00:00,#queer,negative
@GioPetersAuthor,amazoncomthirdtimescharm niamh supposed receive fae power 16th birthday instead gets sent dreary reform school penetrating sensations feels neck evenings queer gay faeries witches wizards gothic ghosts vampires,1,2023-08-27 13:59:00+00:00,#fae,positive
@GioPetersAuthor,amazoncomthirdtimescharm niamh supposed receive fae power 16th birthday instead gets sent dreary reform school penetrating sensations feels neck evenings queer gay faeries witches wizards gothic ghosts vampires,0,2023-08-27 13:58:00+00:00,#fae,positive
@GioPetersAuthor,amazoncomthirdtimescharm niamh supposed receive fae power 16th birthday instead gets sent dreary reform school penetrating sensations feels neck evenings queer gay faeries witches wizards gothic ghosts vampires,1,2023-08-27 13:57:00+00:00,#fae,positive
@agius_johann,thirsty tweet proudly presenting artwork part big gay art show valletta september gay lgbt queer art artwork malta,8,2023-08-27 13:07:00+00:00,#gay,positive
@salipet3,blokes men none thanks hard queer creeps wants end game premeditated murder support agp fetish,2,2023-08-27 13:04:00+00:00,#blokes,negative
@cucinottamarghe,come fanno le falene trope trope romance wattpad wattpaditaliano wattpaditalia 27agosto lgbtqiaplus queer kintsugi mondine enemytolovers,0,2023-08-27 12:50:00+00:00,#trope,neutral
@QueerManxPoet,poetry readings simon maddrell piero toto kostya tsolakis sunday 10th sept torriano meeting house london 7 pm 730 pm 56 door open mic refreshments incl ninearchespress polaripress valleypress pierototouk kostyatsolakis poetry queer lgbtq,8,2023-08-27 09:50:00+00:00,#poetry,neutral
@IliyanaNedkova,queer art queer books one roof combine visit edinpalette today 27 aug see first uk survey show edinburghbased estonian queer feminist artist mare tralla open 125pm lavender menace queer books archive menacesof2019 open 14pm queer,5,2023-08-27 09:46:00+00:00,#queer,positive
@LetZoeSpoilYou,check art redbubble animemanga inspired art horror art queer art redbubblecompeopleletzoes artistontwitte queerart queer horror horrorart horrorcommunity animeart mangaart anitwt surrealart artist fanart,2,2023-08-27 09:18:00+00:00,#ArtistOnTwitte,neutral
@rik_wolters,last two edfringe shows starts tonight last night fun show tonight 1950 hootenannies apex ticketspwyw ticketsedfringecomwhatso edfringe edfringe2023 edfringe23 fillyerboots really queer lgbtqia,0,2023-08-27 09:15:00+00:00,#edfringe,positive
@PesecLea,encourages us think critically authenticity freedom potential social change crucial importance today drag many aspects queer culturelife face legal restrictions bans additional bonus drag fun entertaining,1,2023-08-27 08:42:00+00:00,#authenticity,positive
@jackmolay,also find transgender news mastodon mastoaitransworld bluesky bskyappprofiletransworld flipboard flipboardcomjackmolay tumblr tumblrcomcrossdreamers lgbtq trans queer,4,2023-08-27 07:32:00+00:00,#transgender,neutral
@angprt2,happened minding business pays worried private conversation nothing everyone express opinion without risked getting fired lgbtq training phucking loser transcult lgbtq,1,2023-08-31 23:49:00+00:00,#transcult,positive
@AWallenmeyer,need call feds ensure pride event goes without interference thejusticedept lgbtq,1,2023-08-31 23:42:00+00:00,#LGBTQ,neutral
@MyBLCalendar,september calendar 23 boysloveseries lgbtq hi sunflowers thanks everyone sent lovely messages checked im hoping enough power post every morning though school couple days,22,2023-08-31 23:32:00+00:00,#BoysLoveSeries,positive
@wilewill,found facebook rondasantis rondefascist woke lgbt lgbtq lgbtqia gop wokey maga walmartmelania trumpindictment uniteblue pottygate mtg klannedkarenhood rondesantis,0,2023-08-31 23:31:00+00:00,#RondaSantis,neutral
@TheQReviews,dropping tonight collab knew needed peter ngqibs kisos tongue tied hear first tonight 9pm est 12 midnight est loud queer music radio show communityradioca peterngqibs itskisos lgbtq lgbtmusic lgbtqmusic lgbt pride,16,2023-08-31 23:27:00+00:00,#lgbtq,positive
@EqualiSource,old dark house 1932 lgbtq related film,0,2023-08-31 23:18:00+00:00,#LGBTQ,negative
@SteveBovi,oh lvlupnoah bovi defeat booable wrestler planet find battle luchalibre prowrestling toptier vibelence cokezero mentalhealthmatters selflove selfcare lgbt lgbtq bigwow santinobros participationchampion cats,7,2023-08-31 23:17:00+00:00,#luchalibre,positive
@Silvio_Menezs,esporte sport deporte futebol soccer ftbol fuball football calcio lgbtq people people justice people lgbtqia lgbtiq lgbti lgbt trans,7,2023-08-31 23:17:00+00:00,#Esporte,neutral
@Ash75229113,day 65 reminding yall transphobia homophobia arent ok 3 lgbtq lgbt,1,2023-08-31 23:16:00+00:00,#LGBTQ,positive
@LindaOsborne60,sad bff canada issues travel warnings lgbtq visitors considering trip usa feel weve hit new low hit several thanks haters farright fear monger stand marginalized citizens hope,6,2023-08-31 23:16:00+00:00,#Canada,negative
@FamDivorceSolve,collaborative process offers lgbtq clients support bitly2fh4ogs lgbtq collaborativedivorce divorce divorcemediation mediation sanfernandovalley losangeles,0,2023-08-31 23:13:00+00:00,#LGBTQ,positive
@QueerCatProds,tags blacklgbtq blacklgbt queertheater theater lgbttheater lgbtq queerperformance dance sensorygarden garden sensory sfthtr payartists blackartist transart blacknonbinary blackqueerartist blackqueer blacktrans blacktheater trans nonbinary enby,1,2023-08-31 23:10:00+00:00,#BlackLGBTQ,neutral
@56peggy,anyone votes poillievre say goodbye 10 childcare climateaction pensions eibenefits decency lgbtq rights womensrights gunrestrictions,1,2023-08-31 23:08:00+00:00,#ClimateAction,neutral
@OhmsLaw78,notice canada issued traveler advisory people going united states hateful lgbtq laws lot red states place canada unitedstates redstates republicans lgbtq travelersadvisory hate,1,2023-08-31 23:07:00+00:00,#Canada,negative
@Cybot0RA,stream starts right friggin damn im gon na shoot rail nearest star stellar jades swear fuck twitchtvcybot0ra vtubersuprising vtubers vtubersupportchain twitchstreamer twitchtv lgbtq,2,2023-08-31 23:06:00+00:00,#VtubersUprising,positive
@TheWorldsLeast,check mix mixcom674441287729961984 portraits lgbtq photography via getmixapp,0,2023-08-31 23:05:00+00:00,#portraits,neutral
@strangebtr,new podcast sbtr strange news ufo wormhole california mysterious atlantic holes episode 5 2023 spreaker aliens atlantic california catalina defence france gay holes invasion lgbtq mufon navy neanderthal ocean peru us spreakercomuserstrangebut,0,2023-08-31 23:05:00+00:00,#aliens,positive
@OutonFilm,experience outonfilm festival centerpiece cora bora atlanta georgia fri sep 22nd 7pm oof23 lgbtq info tickets 2023outonfilmeventiveorgs megan stalter headlines warm comedy great supporting turns jojo gibbs thomas mann margaret cho,10,2023-08-31 23:04:00+00:00,#OOF23,positive
@LeftWing_b,texas supreme court rejected attempt block ban youth genderaffirming care ruling continues deny basic rights transgender youth texas transrights transhealth lgbtq brieflycoanchorleftwing,0,2023-08-31 23:04:00+00:00,#transrights,neutral
@crucifriar,religious universities help restore broken promise american education msncomenusmoneycareersa hating lgbtq embracing whitesupremacy hating americansofcolor sending death threats climatescientists intentionally spreading disease nodeseretnews,0,2023-08-31 23:01:00+00:00,#LGBTQ,negative
@LisaNAlexander,queerspawn story loading whats queerspawn ask kiddo lgbtq parents thats need black brown queerspawn stories learn fundmyfatherthequeencom fortheculture femaledirector,0,2023-08-31 22:57:00+00:00,#queerspawn,positive
@TalanButStreams,im sick please join vibe twitchtvtalanbutstreams twitch streamer twitchstreamer mcyt mc minecraft smallstreamer twitchclips adhd funny stream streaming humor follow love like lgbt lgbtq lgbtqia,8,2023-08-31 22:54:00+00:00,#twitch,positive
@TiggerBlaize,casting actor 1821 5 8 tall theatre research development project paid leeds based lgbtq football actor researchanddevelopment theatre,2,2023-08-31 22:52:00+00:00,#CASTING,neutral
@crucifriar,lost echo chambers urgent need intellectual renaissance universities msncomenusnewsuslosti freedom hatred lgbtq americansofcolor nurses librarians child shooting survivors hate comes thehill freedom,0,2023-08-31 22:44:00+00:00,#LGBTQ,negative
@kelstrom,hell 2slgbtqi 2 gay children one married 2 children know advocated gay rights left wing liberal extremism gotten hand lgbtq period thats pride flag simple rainbow pflag,1,2023-08-31 22:43:00+00:00,#LGBTQ,positive
@TestWithScience,ban tuxedos fancy events whats difference texas drag lgbtq fear,0,2023-08-31 22:41:00+00:00,#Texas,negative
@GenWhatNet,never really got chance star mainstream movie genwhatnetblogspotcom2023 trail blazer transgender adult entertainment industry never really got shot acting mainstream project transwomenarewomen lgbtq lgbtqia,0,2023-08-31 22:40:00+00:00,#TransWomenAreWomen,negative
@CraryAP,canada issues us travel advisory warning lgbtq community laws may affect ap apnewscomarticle8a7acc05c,2,2023-08-31 22:38:00+00:00,#LGBTQ,neutral
@lgbthero,electric kens bringing kenergy thervt sports day ken ken kens across board rvt sportsday lgbt lgbtq vauxhall barbie ken,25,2023-08-31 22:38:00+00:00,#rvt,neutral
@EqualiSource,public enemy 1931 lgbtq related film,0,2023-08-31 22:31:00+00:00,#LGBTQ,neutral
@baaaaayK,facts matter lgbtq,0,2023-08-31 22:30:00+00:00,#LGBTQ,neutral
@DiceyWolf,welcome camp canyonwood instructor must teach camp kiddies wilderness ignore dead bodies twitchtvdicewolf vtuber envtuber leagueofvaguelyevil vtuberuprising furry lgbtq news team love,5,2023-08-31 22:30:00+00:00,#Vtuber,positive
@theanticritic,posted withregram hisnameisviktor halfway goal 2 weeks left back belong need help fund allblack alllgbtq comics anthology back wearezoop today zoopggcwebelong instagramcompcwnt7u9p18g,0,2023-08-31 22:29:00+00:00,#Black,neutral
@Melanindope1,video hot kicked tiktok 2x im assuming word bullda33er issue anyway always nice see someone channeling inner hatred juvenile intellect lgbtq lesbian,0,2023-08-31 22:25:00+00:00,#LGBTQ,positive
@toastybuns_x,hit 1k insta time subathon itll happening 15th sept mark calendars subathon subathonstream subathongiveaway gaming viral streamer twitchstreamer contentcreator twitch ttv twitchuk gamergirl girlgamer lgbtq,8,2023-08-31 22:24:00+00:00,#subathon,neutral
@namesilo,limited time get gay domain name 259 lgbtq individuals organizations businesses allies gay serves virtual pride flag inclusive badge honor buffly3l50t7r,2,2023-08-31 22:23:00+00:00,#LGBTQ,positive
@ImamADibba,oneminuteislam talk lgbtq,105,2023-08-31 22:23:00+00:00,#OneMinuteIslam,neutral
@wilewill,hurricane dumps tree ron desantis mansion many folks thinking thing intomorecomimpactpolitics rondasantis rondefascist woke lgbt lgbtq lgbtqia gop wokey maga walmartmelania trumpindictment uniteblue pottygate mtg rondesantis,0,2023-08-31 22:20:00+00:00,#RondaSantis,positive
@beakerJT,omg imagine invade bad girls website regular basis instead like twitter time definitely historic event simonelahbib therealmandana1 badgirls simonelahbib mandanajones helenandnikki lgbtq,12,2023-08-31 22:17:00+00:00,#BadGirls,negative
@lgbtqnation,texas supreme court offered explanation allowing genderaffirming care ban go effect lgbtq lgbtqnationcom202308texa,41,2023-08-31 22:15:00+00:00,#LGBTQ,neutral
@Faraway_Found,cant lgbtqia conservative conservatives want dead lgbtqia advocating death human rights revoked lgbwiththet dropthet lgbwithoutthet conservatives tories republicans lgbtq section28,0,2023-08-31 22:13:00+00:00,#LGBWithTheT,positive
@RussellMcNeil,canada warns lgbtq citizens travel usa uganda russia egypt,0,2023-08-31 22:11:00+00:00,#LGBTQ,neutral
@markiifloof,sometimes dont get vidpuffyanusshortse9cvvfujb via youtube lgbtq pronouns,0,2023-08-31 22:05:00+00:00,#lgbtq,neutral
@ComedyChurch,greg kyte comedy church got ta try first standup comedy funny joke standupcomedy comedychurch blasphemy atheist exmormon lgbtq lgbt gay gregkyte adambroud,2,2023-08-31 22:02:00+00:00,#standup,positive
@PASSPORTmag,tinder taking strides increase lgbtq representation despite recent controversy lgbtq positive ad campaigns company standing ground read bitly3sfrcru,0,2023-08-31 22:00:00+00:00,#Tinder,positive
@CatholicReview,interfaith group maryland parents asked federal appeals court allow opt children classroom instruction pertaining books containing lgbtq themes object religious grounds catholicrevieworgparentsa schools,0,2023-08-31 22:00:00+00:00,#Maryland,neutral
@thepeoplesmovie,watch trailer queer cabin fever thriller latent image horror lgbtq cinephobiar thepeoplesmoviescom202308,3,2023-08-31 21:57:00+00:00,#Horror,neutral
@GeronimoBPM,canada issues warning lgbtq community traveling us,0,2023-08-31 21:56:00+00:00,#LGBTQ,neutral
@yelli1972,anyone surprised canada issues warning lgbtq travelers america deadlinewh,7,2023-08-31 21:55:00+00:00,#LGBTQ,positive
@pbrown4348,morality police foxnews hosts freak canada warns lgbtq travelers dangers us trips click1alternet2comjvqfmzn,2,2023-08-31 21:44:00+00:00,#FoxNews,neutral
@DjIronbound,labor day weekend 1 day away friday night 10pm5am free b4 12am get early 400 party club lambda 1031 grand st brooklyn ny 11211 6466412101 hiphop rb reggae soca afrobeats 90s lgbtq event open nyc newyorkcity newyork brooklyn newjersey jersey,0,2023-08-31 21:43:00+00:00,#party,positive
@odo_kate,watched schittscreek s4 open mic episode great depiction growing lgbtq love story,5,2023-08-31 21:43:00+00:00,#SchittsCreek,positive
@ArriveTherapy,loving oneself hard anyone trans folks even harder arrive therapy transqueer counseling practice seen lgbtq therapist arrivetherapycom transgender counseling counselingpsychology therapy lgbtq lgbtqia paoli,0,2023-08-31 21:41:00+00:00,#trans,positive
@PulpArtMedia,lesbian pulp fiction cover art digital printable collage sheet retro pulp covers vintage illustrations lgbtq instant download available etsyme2mdnanx lesbianpulp lgbtq digitaldownload coverart digitalcollage digitaldownloads,1,2023-08-31 21:40:00+00:00,#lesbianpulp,positive
@IAmSeanMcGrey,gratitude attorneycrump team time consideration though couldnt assist spirit remains unbroken civil human rights violated challenge face courage thanks la city county lets work solutions lgbtqstrong resilience,0,2023-08-31 21:36:00+00:00,#LGBTQ,positive
@FloridaBuyHome,time lgbtq leader realtor nardotrealtor realtors narrealtormagazinereales,0,2023-08-31 21:30:00+00:00,#LGBTQ,neutral
@FloridaBuyHome,nytimescom20230826reale time lgbtq leader realtor nardotrealtor realtors,0,2023-08-31 21:29:00+00:00,#LGBTQ,neutral
@kconlu13,messages like youre sleeping getting better still working gets engrained mind angela took mindset diversified clothing brand podcaster growth emotion smallbusinessowner lgbtq athlete collegebasketball coffeyville universityofarizona,0,2023-08-31 21:26:00+00:00,#podcaster,positive
@p_communityhub,hi lgbtq stop getting kids business dont know happened canada dont let kids kids anymore kids interesting thing discover hole love lgbtq night across canada toronto support saskatchewan education,1,2023-08-31 21:20:00+00:00,#LGBTQ,positive
@RegenbogenSchmi,countries laws hostile lgbtq people even resorting deathpenalty traveling places means hiding identities stay safe dangerous countries gaytravelers uganda new harsh law encourages reporting lgbtq individuals even making lead death iran samesex activity capital offense government actively enforces saudi arabia extreme punishments include beatings life imprisonment death somalia lgbtq individuals risk execution making country extremely unsafe chechnya russia lgbtq people face arrests imprisonment torture murder yemen samesex activity lead imprisonment death libya lgbtq people face flogging imprisonment death afghanistan sharia law samesex activity lead death brunei severe sharia law punishments include whipping death aceh indonesia punishments homosexuality include public lashings nigeria lgbtq people face imprisonment torture death mauritania witnesses homosexuality lead death sudan samesex activity illegal attitudes gradually shifting pakistan samesex relations outlawed lgbtq people often flee qatar homosexuality lead imprisonment death uae despite lgbtq communities laws punish gay individuals severely remember lgbtqrights human rights stand solidarity fighting safety freedom lets create world everyone true selves without fear lgbtqtravel standtogether safetravels pridefashionjewelry launching kickstarter 14sep bitly42v7qih,5,2023-08-31 21:20:00+00:00,#LGBTQ,positive
@jesterkatz,someone whos learned hard way years ago lgbtq crowd supporters condescending bullies takes frivolously little badguy,1,2023-08-31 21:18:00+00:00,#LGBTQ,negative
@lmcgaughy,breaking federal judge temporarily blocks antidrag show law taking effect texas dallasnewscomnewstexas20 txlege lgbtq lgbt,177,2023-08-31 21:18:00+00:00,#Breaking,neutral
@KathleenS17,fortunate grow home anything could discussed certain turned trans anything else lgbtq umbrella would accepted without question know people arent know people werent 23,0,2023-08-31 21:17:00+00:00,#LGBTQ,positive
@luxxy_bee,mosaic air cherry potts 355 gay crime etc goodreads mosaicofair literature fiction review bookreview lgbtq goodreadscomreviewshow56,0,2023-08-31 21:16:00+00:00,#Goodreads,positive
@lgbtqnation,sign lgbtq lgbtqnationcom202308tree,49,2023-08-31 21:15:00+00:00,#LGBTQ,neutral
@rmnetwork,attend great workshop others like register convocation rmnetworkorgconvocation202 faithfullylgbt lgbtq umc unitedmethodist,2,2023-08-31 21:14:00+00:00,#faithfullylgbt,positive
@CA_Survivor,icymi another tool abuse prevention community childabusesurvivornetrevie addiction anxiety connection depression education family friendship lgbtq mentalhealth socialmedia support youth,0,2023-08-31 21:12:00+00:00,#Abuse,neutral
@Cassislightup,lgbtq members devil worshippers,0,2023-08-31 21:11:00+00:00,#LGBTQ,neutral
@EducationNews_b,voters parties concerned gops antilgbtq school policies time ensure schools safe inclusive lgbtq education safeschools brieflycoanchoreducation,0,2023-08-31 21:10:00+00:00,#LGBTQ,positive
@Offthewallplays,buffly45lfjwu bourgeois behavior queer stage plays gayplayscripts queerplayscripts lgbtqplayscripts,0,2023-08-31 21:07:00+00:00,#gayplayscripts,neutral
@IMJohnnyLooch,justintrudeau might biggest dbag ever lgbtq,0,2023-08-31 21:03:00+00:00,#LGBTQ,neutral
@chrysalismama1,ever gut feeling whispering voice within guiding somewhere cant explain episode key attuned aware insightful life listen chrysalismamacompodcast lgbtq lgbtqia parentingteens pride justbreathe,0,2023-08-31 21:00:00+00:00,#lgbtq,positive
@PeppeGanga,georgia school district canceled authors talks said gay lgbtq nytimescom20230829usba,0,2023-08-31 20:45:00+00:00,#LGBTQ,positive
@lgbtqnation,disgraced congressman left former family friend daughter penniless says lgbtq lgbtqnationcom202308geor,44,2023-08-31 20:45:00+00:00,#LGBTQ,neutral
@MarcoGonzales70,another great piece support somoslea work latinx lgbtq community gracias laopinionla por publicar difundir cityofbell vivabanana stephenchavezpr laopinioncom20230824abr,2,2023-08-31 20:41:00+00:00,#Latinx,positive
@robcmtx,maryland man pleads guilty threatening lgbtq group news law justice lgbtq inotox3z53ra,0,2023-08-31 20:38:00+00:00,#News,negative
@DictionRen,hai cuties im live mass effect 3 lets take cerberus twitchtvbeautifulrendict masseffect gaming gay gaymer lgbtq dragonsquadfam,1,2023-08-31 20:31:00+00:00,#MassEffect,positive
@davidcaryhart,dont see anything objectionable image flamer wellregarded novel moms4liberty asserts lgbtq material pornography idiotic bigoted underpinned preposterous notion people influence sexuality kids,0,2023-08-31 20:31:00+00:00,#LGBTQ,negative
@KellyFarmerAuth,adding really want chat queer joy happiness podcasts sapphic sapphicbooks lgbtq,1,2023-08-31 20:30:00+00:00,#queer,positive
@us_politics_b,texas supreme court allowed ban genderaffirming care minors take effect friday huge setback transgender rights transrights lgbtq texassupremecourt brieflycoanchoruspolitic,0,2023-08-31 20:29:00+00:00,#TransRights,positive
@thepinktimes,antilgbtq influencers posts spark bomb threats schools stochastic terrorism escalates investigations underway lgbtq education thepinktimescomantilgbtq,0,2023-08-31 20:28:00+00:00,#LGBTQ,neutral
@kevidoyle,saturday cork counter farright bullying tactics protect fight diversity lgbtq community nopasaran cork4all corkrebelsforpeace,29,2023-08-31 20:25:00+00:00,#Cork,neutral
